horse_id,horse_name,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_days_since_last_race,h_linaje,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence,v_exam_date,completeness,vet_score,seller_score,horse_trust_score
H821,Many,2000-01-19,F,Frisón,1.61,761.0,2.6,,Manso / Dispuesto,Tiro y Cine,26.0,383.0,Sí,L1,S138,active,1434420.0,2025-10-26 12:17:24.493919,Andre,Mercado,True,0.0,21.0,False,2022-05-14 22:21:04.072508,2025-12-22 07:38:36.635764,2.0,0.0,0.885,,0.9090909090909091,1.0,1.0,0.9636363636363636
H822,Defense,2001-09-13,M,Pura Sangre Inglés,1.65,454.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,17.0,283.0,No,L4,S101,active,1497042.0,2025-08-18 16:33:11.177382,Kristin,Castillo,False,0.0,13.0,False,2023-04-11 00:44:35.772252,2024-03-29 00:50:38.112177,2.0,0.0,0.94,,1.0,1.0,0.6,0.92
H823,Do,2003-09-04,F,Percherón,1.79,804.0,2.8,25.0,Muy calmado,Tiro pesado,20.0,180.0,Sí,L5,S109,active,1462932.0,2025-10-23 08:11:31.521791,Danielle,Barnes,True,0.0,19.0,False,2022-04-12 16:18:55.592054,2023-08-29 10:32:38.893447,1.0,0.0,0.82,,1.0,1.0,1.0,1.0
H824,Area,2020-01-21,M,Pura Sangre Inglés,1.68,492.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,10.0,274.0,No,L2,S30,active,1426152.0,2026-01-15 19:13:16.718882,Alexis,Simpson,True,1.0,8.0,False,2022-06-23 20:10:16.626677,2025-01-27 07:38:18.979777,2.0,0.0,0.8799999999999999,,1.0,1.0,0.97,0.994
H825,Century,1999-01-15,M,Appaloosa,1.58,454.0,2.3,60.0,Activo / Resistente,Rutas y Western,16.0,79.0,No,L4,S59,active,1477409.0,2025-11-21 15:29:08.385872,Curtis,Foster,True,0.0,4.0,False,2024-06-30 09:45:31.043953,2025-03-31 10:45:11.327427,2.0,0.0,0.7849999999999999,,1.0,1.0,1.0,1.0
H826,Begin,2022-08-24,M,Pura Sangre Inglés,1.62,491.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,11.0,73.0,Sí,L1,S54,active,1465943.0,2025-04-29 02:33:05.020110,Elizabeth,Carter,False,0.0,4.0,False,2023-02-24 17:58:57.921105,2025-10-30 10:54:40.876640,1.0,0.0,0.94,,1.0,1.0,0.6,0.92
H827,Sort,2015-08-22,F,Pura Sangre Inglés,,487.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19.0,39.0,Desconocido,L4,S27,withdrawn,1513751.0,2026-01-03 13:14:56.886597,Julia,Kim,True,0.0,21.0,False,2022-10-14 17:38:46.151055,2023-07-26 21:15:11.438454,2.0,0.0,0.7949999999999999,,0.9090909090909091,1.0,1.0,0.9636363636363636
H828,All,2010-10-09,M,Cuarto de Milla,1.41,525.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,225.0,Sí,L4,S91,sold,1553157.0,2025-09-09 22:46:08.000436,Justin,Johnson,True,0.0,10.0,False,2025-01-11 13:19:43.643194,2025-03-08 08:59:12.649760,3.0,1.0,0.7866666666666666,,1.0,0.6666666666666667,1.0,0.8666666666666667
H829,Range,1998-09-16,M,Frisón,1.63,654.0,2.6,40.0,Manso / Dispuesto,Tiro y Cine,15.0,310.0,Sí,L3,S82,active,1541223.0,2025-07-21 00:18:09.695602,Andrea,Harper,True,1.0,23.0,False,2025-05-27 23:06:38.150117,2026-01-31 08:41:03.254755,2.0,0.0,0.75,,1.0,1.0,0.97,0.994
H830,Often,2011-09-05,M,Cuarto de Milla,1.55,521.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,14.0,363.0,Sí,L4,S44,sold,1559489.0,2025-07-12 04:43:31.122537,Donna,Brown,False,1.0,14.0,False,2024-02-03 07:53:30.577962,2025-02-08 14:04:31.289171,3.0,0.0,0.8566666666666666,,1.0,1.0,0.5700000000000001,0.914
H831,Common,2004-08-10,M,Árabe,1.41,430.0,2.2,59.0,Inteligente / Leal,Endurance (Raid),15.0,199.0,No,L3,S3,active,1483169.0,2025-11-08 20:04:23.321777,Susan,Sanford,True,0.0,24.0,False,2023-05-31 22:46:33.910002,2024-09-15 16:20:32.299155,2.0,0.0,0.72,,1.0,1.0,1.0,1.0
H832,Wonder,1996-07-28,M,Pura Sangre Inglés,,455.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,13.0,368.0,No,L5,S102,sold,1467827.0,2025-09-09 06:43:10.052011,Claudia,Myers,True,0.0,11.0,False,2025-01-24 14:50:28.043556,2025-08-22 06:40:45.951989,2.0,1.0,0.87,,0.9090909090909091,0.5,1.0,0.7636363636363637
H833,Add,2016-06-04,F,Akhal-Teke,1.57,433.0,2.3,60.0,Independiente,Resistencia,9.0,80.0,No,L3,S167,sold,1455312.0,2025-11-04 19:34:55.195953,Jose,Dickson,True,0.0,8.0,False,2024-05-23 04:13:03.321222,2025-07-14 09:24:47.793214,2.0,1.0,0.8049999999999999,,1.0,0.5,1.0,0.8
H834,Form,2002-03-06,M,Appaloosa,1.59,528.0,2.3,60.0,Activo / Resistente,Rutas y Western,10.0,26.0,No,L3,S80,active,1468609.0,2025-07-27 08:35:46.605690,Abigail,Walters,True,0.0,15.0,False,2024-07-23 18:39:35.611032,2025-04-26 19:26:50.734506,1.0,0.0,0.79,,1.0,1.0,1.0,1.0
H835,Occur,2020-05-22,F,Percherón,,801.0,2.8,29.0,Muy calmado,Tiro pesado,14.0,127.0,Sí,L4,S3,active,1395831.0,2026-01-01 07:45:04.937018,Susan,Sanford,True,0.0,24.0,False,2023-05-31 22:46:33.910002,2024-09-15 16:20:32.299155,3.0,1.0,0.82,,0.9090909090909091,0.6666666666666667,1.0,0.8303030303030303
H836,More,2006-01-02,F,Appaloosa,1.57,519.0,2.3,59.0,Activo / Resistente,Rutas y Western,17.0,,No,L3,S99,active,1518531.0,2025-05-30 15:39:36.250266,Brian,Owen,True,2.0,8.0,False,2024-07-11 20:04:25.424610,2025-12-02 03:39:18.321029,1.0,0.0,0.99,,0.9090909090909091,1.0,0.94,0.9516363636363636
H837,May,2013-10-23,M,Hannoveriano,1.61,609.0,2.5,50.0,Equilibrado,Salto y Doma,13.0,357.0,Desconocido,L2,S54,sold,1507008.0,2025-05-16 15:17:24.467015,Elizabeth,Carter,False,0.0,4.0,False,2023-02-24 17:58:57.921105,2025-10-30 10:54:40.876640,1.0,1.0,0.81,,1.0,0.0,0.6,0.52
H838,Red,2015-04-12,M,Percherón,1.73,811.0,2.8,25.0,Muy calmado,Tiro pesado,17.0,337.0,Sí,L3,S117,active,1493638.0,2025-08-22 19:43:08.747272,David,Jenkins,True,1.0,20.0,False,2025-03-22 02:27:14.921924,2025-11-03 00:20:31.906911,1.0,0.0,0.8,,1.0,1.0,0.97,0.994
H839,Son,2020-01-30,F,Hannoveriano,1.66,648.0,2.5,50.0,Equilibrado,Salto y Doma,17.0,239.0,Sí,L4,S56,sold,1518945.0,2025-11-24 01:52:19.574869,Stephanie,Schultz,False,1.0,10.0,False,2024-12-02 06:18:07.908346,2025-03-06 11:04:56.753545,1.0,0.0,0.97,,1.0,1.0,0.5700000000000001,0.914
H840,Collection,2013-03-19,M,Pura Sangre Inglés,1.68,,2.4,71.0,Nervioso / Atlético,Carreras y Salto,17.0,270.0,Sí,L4,S71,active,1452413.0,2025-11-16 13:38:28.676033,Andrea,Crawford,True,0.0,25.0,False,2024-10-03 06:50:56.070942,2025-07-04 07:52:16.672859,3.0,0.0,0.8866666666666667,,0.9090909090909091,1.0,1.0,0.9636363636363636
H841,Science,2007-06-02,F,Hannoveriano,1.64,647.0,2.5,50.0,Equilibrado,Salto y Doma,11.0,,Desconocido,L4,S166,sold,1490058.0,2025-09-03 10:58:50.802911,Ronald,Jones,True,0.0,5.0,False,2024-03-28 10:28:16.526220,2025-04-24 07:59:16.860983,1.0,0.0,0.99,,0.9090909090909091,1.0,1.0,0.9636363636363636
H842,Station,2008-12-16,M,Hannoveriano,1.61,647.0,2.5,,Equilibrado,Salto y Doma,12.0,218.0,Desconocido,L5,S159,active,1524408.0,2025-10-24 11:46:30.163511,Cesar,Johnson,True,0.0,9.0,False,2024-01-05 07:24:34.891401,2024-05-12 02:29:10.047257,3.0,0.0,0.8733333333333334,,0.9090909090909091,1.0,1.0,0.9636363636363636
H843,Fund,2005-12-24,F,Frisón,,613.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,12.0,81.0,Sí,L5,S94,sold,1467262.0,2025-06-26 08:57:39.142072,Brandon,Johnson,True,0.0,2.0,False,2025-02-16 04:44:40.339160,2025-08-12 14:42:00.998672,3.0,0.0,0.7766666666666667,,0.9090909090909091,1.0,1.0,0.9636363636363636
H844,Get,2006-10-29,F,Shetland (Poni),0.85,179.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,17.0,375.0,Sí,L7,S11,withdrawn,1542077.0,2026-01-28 08:06:02.342786,Alexis,Kirby,True,0.0,18.0,False,2023-05-21 21:50:38.232193,2023-09-30 04:53:37.864402,1.0,0.0,0.84,,1.0,1.0,1.0,1.0
H845,So,2017-09-08,F,Pura Raza Española,1.51,,2.4,49.0,Noble / Dócil,Doma y Exhibición,13.0,37.0,Sí,L7,S17,active,1523008.0,2026-01-23 04:07:13.727207,Aaron,Spencer,True,0.0,13.0,False,2022-11-28 04:31:28.993944,2022-12-01 15:09:32.375600,3.0,0.0,0.8366666666666666,,0.9090909090909091,1.0,1.0,0.9636363636363636
H846,Write,2012-05-27,F,Cuarto de Milla,1.43,543.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,19.0,119.0,Desconocido,L4,S55,active,1519307.0,2025-05-09 18:01:17.426755,Tamara,Klein,False,1.0,7.0,False,2024-12-26 12:51:05.614842,2025-04-15 13:10:43.465717,1.0,0.0,0.77,,1.0,1.0,0.5700000000000001,0.914
H847,Allow,1997-10-28,M,Shetland (Poni),0.93,185.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,17.0,124.0,Sí,L3,S105,active,1470136.0,2025-05-23 03:36:12.711193,Sandra,Santos,True,0.0,3.0,False,2023-01-31 17:51:32.507178,2023-04-09 15:50:47.544910,1.0,0.0,0.95,,1.0,1.0,1.0,1.0
H848,From,2007-07-28,M,Appaloosa,1.52,509.0,2.3,57.0,Activo / Resistente,Rutas y Western,9.0,14.0,No,L3,S77,sold,1482278.0,2025-05-18 20:16:09.593349,Nicholas,Phillips,True,0.0,24.0,False,2023-12-30 00:23:12.326905,2024-09-28 13:13:55.062015,2.0,0.0,0.895,,1.0,1.0,1.0,1.0
H849,Break,2019-01-31,F,Hannoveriano,1.66,637.0,2.5,50.0,Equilibrado,Salto y Doma,14.0,83.0,Desconocido,L4,S196,sold,1498439.0,2025-06-23 09:36:48.170272,Jennifer,Hernandez,True,0.0,23.0,False,2023-02-28 23:13:30.419060,2025-08-09 06:59:32.986651,2.0,0.0,0.875,,1.0,1.0,1.0,1.0
H850,Hospital,1998-10-31,M,Pura Sangre Inglés,1.6,480.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15.0,382.0,No,L5,S153,withdrawn,1522262.0,2026-01-17 04:39:58.464084,Rebecca,Mcgee,True,0.0,11.0,False,2025-08-19 20:15:15.430026,2026-01-23 09:18:14.714957,3.0,1.0,0.87,,1.0,0.6666666666666667,1.0,0.8666666666666667
H851,Call,2008-11-18,F,Pura Sangre Inglés,1.65,494.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,29.0,57.0,No,L3,S127,withdrawn,1484599.0,2025-09-03 11:46:27.167050,Jessica,Brewer,True,0.0,11.0,False,2022-06-19 19:57:18.521609,2025-05-09 22:15:27.852224,1.0,0.0,0.83,,1.0,1.0,1.0,1.0
H852,On,2011-11-18,M,Hannoveriano,1.67,626.0,2.5,50.0,Equilibrado,Salto y Doma,14.0,118.0,Sí,L6,S26,active,1446958.0,2025-08-23 01:59:21.224896,Nancy,Durham,True,0.0,16.0,False,2025-10-20 19:59:06.863806,2026-02-06 23:02:43.513570,1.0,0.0,0.76,,1.0,1.0,1.0,1.0
H853,Quickly,1996-06-17,M,Akhal-Teke,1.5,462.0,2.3,60.0,Independiente,Resistencia,12.0,163.0,Sí,L6,S182,active,1512527.0,2025-06-25 13:58:43.610929,Cynthia,Fields,True,2.0,11.0,False,2022-09-09 22:22:59.925325,2022-11-14 06:54:15.112957,2.0,1.0,0.81,,1.0,0.5,0.94,0.788
H854,Century,2004-11-27,M,Percherón,1.8,918.0,2.8,26.0,Muy calmado,Tiro pesado,18.0,,No,L4,S137,active,1475840.0,2025-02-25 10:54:18.349967,Jessica,Jackson,True,1.0,23.0,False,2024-10-17 00:42:54.772249,2025-12-30 15:25:06.547789,2.0,0.0,0.905,,0.9090909090909091,1.0,0.97,0.9576363636363636
H855,Institution,2015-11-21,M,Pura Raza Española,,544.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,19.0,278.0,Sí,L7,S145,active,1477185.0,2025-07-26 07:16:11.726167,Alexis,Bell,True,2.0,20.0,False,2024-08-06 08:39:36.537466,2025-08-02 15:09:53.906775,1.0,0.0,0.93,,0.9090909090909091,1.0,0.94,0.9516363636363636
H856,Live,2021-12-12,M,Frisón,1.68,620.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,20.0,,No,L6,S43,sold,1463352.0,2025-08-10 10:40:01.133803,Victor,Hull,True,0.0,17.0,True,2022-03-12 19:54:34.906465,2023-08-22 21:03:17.524272,1.0,0.0,0.84,,0.9090909090909091,1.0,0.7,0.9036363636363637
H857,Although,2004-05-03,F,Pura Sangre Inglés,1.69,457.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,17.0,203.0,Sí,L5,S64,sold,1515566.0,2025-11-09 05:37:49.333228,Anthony,Jackson,True,1.0,5.0,False,2024-11-20 21:55:48.527602,2025-03-08 12:32:50.406507,1.0,0.0,0.84,,1.0,1.0,0.97,0.994
H858,Party,2000-01-01,F,Shetland (Poni),0.77,185.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,9.0,367.0,Sí,L5,S24,active,1478567.0,2025-11-23 05:33:37.059192,Robert,Anderson,False,1.0,1.0,False,2025-03-07 19:27:02.211319,2025-06-30 23:59:31.065151,1.0,0.0,0.8,,1.0,1.0,0.5700000000000001,0.914
H859,Memory,1998-01-23,F,Hannoveriano,1.62,607.0,2.5,50.0,Equilibrado,Salto y Doma,13.0,339.0,No,L6,S153,active,1446580.0,2025-04-12 17:45:32.982109,Rebecca,Mcgee,True,0.0,11.0,False,2025-08-19 20:15:15.430026,2026-01-23 09:18:14.714957,1.0,1.0,0.96,,1.0,0.0,1.0,0.6000000000000001
H860,Upon,2016-04-10,M,Shetland (Poni),0.83,,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,12.0,264.0,No,L6,S83,withdrawn,1464197.0,2025-04-29 22:50:18.768702,Cassandra,Brown,True,1.0,21.0,False,2022-02-25 19:48:29.755104,2022-11-24 23:10:33.450242,3.0,1.0,0.7933333333333333,,0.9090909090909091,0.6666666666666667,0.97,0.8243030303030303
H861,Garden,2001-09-21,F,Akhal-Teke,1.53,451.0,2.3,60.0,Independiente,Resistencia,18.0,263.0,No,L3,S161,withdrawn,1471622.0,2025-11-01 19:33:39.356569,Amanda,Gomez,False,0.0,21.0,False,2024-11-21 19:36:50.792878,2024-12-29 03:40:12.609121,2.0,0.0,0.755,,1.0,1.0,0.6,0.92
H862,Network,2023-12-30,F,Cuarto de Milla,1.49,547.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,351.0,Desconocido,L5,S178,active,1517290.0,2025-10-08 15:57:55.524624,Patrick,Harvey,True,0.0,7.0,False,2022-11-18 01:24:35.662429,2025-11-03 07:27:54.295624,2.0,1.0,0.89,,1.0,0.5,1.0,0.8
H863,Another,2020-08-29,F,Cuarto de Milla,1.42,550.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,21.0,98.0,Sí,L4,S99,sold,1501740.0,2025-10-27 09:49:33.540424,Brian,Owen,True,2.0,8.0,False,2024-07-11 20:04:25.424610,2025-12-02 03:39:18.321029,3.0,1.0,0.7733333333333333,,1.0,0.6666666666666667,0.94,0.8546666666666667
H864,Executive,2021-04-25,F,Cuarto de Milla,1.42,518.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,8.0,261.0,Sí,L6,S173,active,1469768.0,2025-08-09 06:53:56.950581,Jacob,Williams,True,1.0,21.0,False,2024-02-10 02:16:45.799519,2025-07-13 00:53:07.806057,3.0,0.0,0.8866666666666667,,1.0,1.0,0.97,0.994
H865,Significant,2016-03-18,M,Hannoveriano,1.63,643.0,2.5,50.0,Equilibrado,Salto y Doma,19.0,284.0,Desconocido,L3,S197,sold,1576456.0,2025-08-30 17:57:42.056463,Phillip,Johnson,False,0.0,20.0,False,2025-01-12 21:35:34.457407,2025-12-12 17:14:07.044568,2.0,0.0,0.83,,1.0,1.0,0.6,0.92
H866,Among,2007-11-24,F,Percherón,1.75,805.0,2.8,27.0,Muy calmado,Tiro pesado,20.0,103.0,Sí,L2,S34,active,1454069.0,2025-07-11 04:17:05.551491,John,Kelley,True,0.0,22.0,False,2024-05-30 07:16:57.979718,2025-12-30 15:53:54.748414,3.0,1.0,0.9166666666666666,,1.0,0.6666666666666667,1.0,0.8666666666666667
H867,Benefit,2010-02-07,F,Hannoveriano,1.64,621.0,2.5,50.0,Equilibrado,Salto y Doma,16.0,,No,L5,S85,active,1421494.0,2026-01-05 18:00:59.040227,Barbara,Wallace,True,0.0,13.0,False,2024-02-17 15:37:57.221577,2026-01-21 22:56:43.040697,2.0,0.0,0.715,,0.9090909090909091,1.0,1.0,0.9636363636363636
H868,From,2011-03-10,F,Pura Raza Española,1.55,536.0,2.4,46.0,Noble / Dócil,Doma y Exhibición,17.0,163.0,Sí,L5,S44,active,1476797.0,2025-09-23 01:51:46.265102,Donna,Brown,False,1.0,14.0,False,2024-02-03 07:53:30.577962,2025-02-08 14:04:31.289171,3.0,1.0,0.7633333333333333,,1.0,0.6666666666666667,0.5700000000000001,0.7806666666666667
H869,Air,2013-08-08,F,Akhal-Teke,1.6,469.0,2.3,60.0,Independiente,Resistencia,20.0,31.0,Sí,L2,S162,withdrawn,1465729.0,2025-10-12 22:53:58.490180,Breanna,Sanders,True,0.0,9.0,False,2025-01-26 20:19:01.134174,2025-06-24 02:20:35.013598,1.0,0.0,0.8,,1.0,1.0,1.0,1.0
H870,Alone,2010-12-12,M,Akhal-Teke,1.56,430.0,2.3,60.0,Independiente,Resistencia,15.0,371.0,No,L2,S194,active,1560929.0,2025-12-11 00:43:42.892344,Lisa,Fowler,True,1.0,7.0,False,2025-08-07 02:15:57.329253,2025-11-17 12:09:52.214952,3.0,0.0,0.8233333333333333,,1.0,1.0,0.97,0.994
H871,Either,1998-09-28,M,Árabe,1.42,,2.2,57.0,Inteligente / Leal,Endurance (Raid),13.0,301.0,Sí,L4,S176,sold,1496430.0,2025-11-24 00:07:33.267225,Richard,Wilson,False,0.0,23.0,False,2025-10-07 16:59:52.718483,2025-10-15 04:18:13.225917,3.0,2.0,0.7766666666666667,,0.9090909090909091,0.33333333333333337,0.6,0.616969696969697
H872,Role,2006-05-16,M,Akhal-Teke,1.56,422.0,2.3,60.0,Independiente,Resistencia,18.0,347.0,Sí,L2,S81,withdrawn,1500624.0,2025-08-13 19:08:25.272778,Gary,Gonzales,True,0.0,20.0,False,2023-03-21 17:57:21.426522,2023-03-26 15:43:25.619161,1.0,0.0,0.81,,1.0,1.0,1.0,1.0
H873,Election,2008-02-04,F,Pura Raza Española,1.55,510.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,21.0,161.0,Sí,L4,S170,active,1523194.0,2025-12-11 11:08:04.221088,Mark,Hunt,True,0.0,21.0,False,2025-10-02 06:54:37.390565,2025-12-18 18:12:13.392748,1.0,0.0,0.75,,1.0,1.0,1.0,1.0
H874,Within,2010-06-09,F,Pura Sangre Inglés,1.68,479.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16.0,170.0,Sí,L3,S123,active,1518335.0,2025-11-09 08:54:02.624161,Robert,Paul,True,1.0,10.0,False,2022-05-06 18:01:28.967516,2024-11-13 13:03:36.267127,1.0,0.0,0.92,,1.0,1.0,0.97,0.994
H875,Understand,2007-07-21,F,Appaloosa,1.49,487.0,2.3,,Activo / Resistente,Rutas y Western,16.0,348.0,Sí,L6,S85,sold,1513986.0,2025-08-17 18:03:32.600757,Barbara,Wallace,True,0.0,13.0,False,2024-02-17 15:37:57.221577,2026-01-21 22:56:43.040697,2.0,0.0,0.88,,0.9090909090909091,1.0,1.0,0.9636363636363636
H876,Door,2016-06-07,F,Shetland (Poni),0.98,196.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,12.0,252.0,Desconocido,L2,S4,withdrawn,1549431.0,2025-08-14 08:13:47.898614,Alyssa,Beard,True,0.0,20.0,False,2023-07-10 15:48:20.250446,2025-08-03 18:05:24.885070,3.0,0.0,0.8066666666666666,,1.0,1.0,1.0,1.0
H877,Wife,2000-06-12,F,Árabe,,429.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),9.0,235.0,Sí,L3,S155,active,1386713.0,2025-08-05 16:59:34.581424,Roger,Harper,True,1.0,14.0,False,2024-12-17 14:01:24.367575,2025-04-21 20:41:50.016203,2.0,0.0,0.86,,0.9090909090909091,1.0,0.97,0.9576363636363636
H878,Happen,2009-12-08,M,Pura Raza Española,1.56,514.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,15.0,107.0,Sí,L6,S149,active,1495091.0,2025-09-24 18:49:30.215224,Crystal,Gomez,True,0.0,4.0,False,2024-10-04 07:26:22.726228,2025-07-16 06:57:12.691212,1.0,1.0,0.82,,1.0,0.0,1.0,0.6000000000000001
H879,Here,2010-10-08,F,Appaloosa,,490.0,2.3,59.0,Activo / Resistente,Rutas y Western,24.0,316.0,No,L3,S114,active,1498044.0,2025-09-02 23:22:48.863312,Catherine,Gonzales,True,0.0,17.0,False,2024-01-11 14:07:29.109747,2026-02-07 14:33:46.469827,1.0,0.0,0.96,,0.9090909090909091,1.0,1.0,0.9636363636363636
H880,Lead,2000-08-10,F,Pura Sangre Inglés,1.61,477.0,2.4,,Nervioso / Atlético,Carreras y Salto,18.0,196.0,Sí,L5,S97,active,1567400.0,2026-01-29 03:28:36.757658,Krista,Greene,True,0.0,24.0,False,2025-01-12 22:12:30.731023,2025-06-14 03:33:29.392487,1.0,0.0,0.92,,0.9090909090909091,1.0,1.0,0.9636363636363636
H881,Turn,2004-12-05,F,Pura Sangre Inglés,1.63,478.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,17.0,294.0,Sí,L4,S130,sold,1513180.0,2025-11-16 18:55:43.536007,Jason,Castillo,True,0.0,15.0,False,2024-05-21 12:36:46.068517,2025-02-05 09:01:53.715142,2.0,0.0,0.925,,1.0,1.0,1.0,1.0
H882,Chair,1998-07-02,F,Percherón,1.66,986.0,2.8,28.0,Muy calmado,Tiro pesado,12.0,380.0,Desconocido,L7,S163,sold,1512863.0,2025-05-08 20:41:32.066981,Leslie,Sanchez,True,0.0,4.0,False,2022-08-09 00:22:46.980873,2026-01-26 21:46:35.748704,2.0,0.0,0.93,,1.0,1.0,1.0,1.0
H883,Catch,2023-07-17,M,Árabe,1.41,388.0,2.2,58.0,Inteligente / Leal,Endurance (Raid),15.0,,Desconocido,L4,S189,sold,1483612.0,2025-12-19 21:48:27.037941,Nancy,James,True,0.0,3.0,False,2023-06-09 06:02:46.501173,2025-09-22 02:25:42.300567,2.0,1.0,0.83,,0.9090909090909091,0.5,1.0,0.7636363636363637
H884,Not,2008-06-01,F,Cuarto de Milla,1.42,552.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,10.0,,Desconocido,L5,S59,active,1540855.0,2025-08-06 02:18:05.579456,Curtis,Foster,True,0.0,4.0,False,2024-06-30 09:45:31.043953,2025-03-31 10:45:11.327427,2.0,0.0,0.89,,0.9090909090909091,1.0,1.0,0.9636363636363636
H885,Strategy,2011-12-11,F,Frisón,1.67,793.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,27.0,109.0,Sí,L3,S128,sold,1508615.0,2025-08-13 23:37:17.097082,Rebekah,Deleon,True,0.0,24.0,False,2024-05-13 22:17:05.700853,2024-07-19 07:56:54.203701,2.0,0.0,0.81,,1.0,1.0,1.0,1.0
H886,Attention,2023-09-04,F,Frisón,1.6,677.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,15.0,162.0,No,L7,S150,active,1461923.0,2025-07-05 12:54:14.476584,Ashley,Smith,True,0.0,10.0,False,2022-03-11 09:43:52.810697,2025-07-09 19:40:16.791082,2.0,0.0,0.81,,1.0,1.0,1.0,1.0
H887,Fill,2015-09-29,M,Percherón,1.63,876.0,2.8,30.0,Muy calmado,Tiro pesado,16.0,332.0,No,L3,S180,sold,1533679.0,2025-10-02 13:32:06.960050,Timothy,Clark,True,0.0,21.0,False,2025-10-10 11:45:08.629748,2025-12-18 17:31:36.749426,1.0,0.0,0.96,,1.0,1.0,1.0,1.0
H888,Exist,2007-12-24,F,Akhal-Teke,1.59,461.0,2.3,60.0,Independiente,Resistencia,11.0,132.0,Sí,L5,S3,sold,1507957.0,2025-06-14 00:19:45.871552,Susan,Sanford,True,0.0,24.0,False,2023-05-31 22:46:33.910002,2024-09-15 16:20:32.299155,3.0,1.0,0.7733333333333333,,1.0,0.6666666666666667,1.0,0.8666666666666667
H889,Spend,2006-01-28,M,Akhal-Teke,1.56,443.0,2.3,60.0,Independiente,Resistencia,11.0,304.0,No,L6,S59,sold,1583537.0,2026-01-29 00:22:57.898561,Curtis,Foster,True,0.0,4.0,False,2024-06-30 09:45:31.043953,2025-03-31 10:45:11.327427,1.0,1.0,0.81,,1.0,0.0,1.0,0.6000000000000001
H890,Here,1996-02-03,M,Frisón,1.64,787.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,9.0,15.0,Desconocido,L4,S5,withdrawn,1512786.0,2025-07-06 00:54:02.287205,Aaron,Hall,True,1.0,23.0,False,2026-01-26 23:08:03.260471,2026-01-27 16:34:38.713163,3.0,0.0,0.7533333333333333,,1.0,1.0,0.97,0.994
H891,Economic,2016-03-20,M,Árabe,1.43,438.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),19.0,189.0,Sí,L4,S157,active,1517968.0,2025-11-04 05:57:43.367308,Christina,Harrison,True,0.0,20.0,False,2022-02-23 10:42:33.166511,2026-01-31 04:50:36.026518,1.0,0.0,0.79,,1.0,1.0,1.0,1.0
H892,Meeting,2005-12-08,F,Akhal-Teke,1.5,438.0,2.3,60.0,Independiente,Resistencia,15.0,278.0,No,L3,S194,sold,1529424.0,2025-05-03 05:22:10.849807,Lisa,Fowler,True,1.0,7.0,False,2025-08-07 02:15:57.329253,2025-11-17 12:09:52.214952,2.0,0.0,0.975,,1.0,1.0,0.97,0.994
H893,Happy,1996-07-12,M,Cuarto de Milla,1.55,576.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,22.0,392.0,Sí,L4,S31,active,1442014.0,2025-10-03 01:08:25.648683,Andrea,Clark,True,1.0,20.0,False,2024-08-06 23:38:05.674103,2025-05-10 06:42:54.409559,1.0,0.0,0.92,,1.0,1.0,0.97,0.994
