horse_id,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_career_top3_rate,h_days_since_last_race,h_linaje,h_birth_country,h_current_country,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_price_vs_market_ratio,l_anomaly_score,l_verified_listing,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_success_rate,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence
H818,2014-06-07,F,Percherón,1.62,972.0,2.8,28.0,Muy calmado,Tiro pesado,8,,376.0,Sí,Qatar,Portugal,L37,S10,active,1485248,0.69,0.49,True,2025-02-16 18:49:20.656504,Mary,Joyce,True,0,0.82,12,False,2025-02-06 03:45:33.654838,2025-02-26 12:52:22.388300,1,1,0.77
H819,2007-11-29,M,Percherón,1.61,990.0,2.8,26.0,Muy calmado,Tiro pesado,10,0.35,,No,Chile,EEUU,L554,S115,withdrawn,1423276,1.18,0.6,True,2025-08-07 16:51:28.930086,Julie,Wells,True,0,0.74,5,False,2025-04-08 05:20:40.580477,2025-04-18 16:18:59.124930,1,1,0.97
H820,2007-02-15,M,Pura Raza Española,1.6,536.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,14,0.32,193.0,Sí,México,Australia,L702,S146,withdrawn,1456183,1.67,0.24,True,2025-09-16 10:31:03.426194,Caleb,Anderson,True,0,0.87,6,False,2025-03-15 09:38:26.253205,2025-10-16 19:18:58.112675,1,0,0.89
H821,2009-09-14,F,Cuarto de Milla,1.48,545.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,15,0.31,284.0,No,,España,L811,S166,sold,1517104,0.7,0.65,True,2025-11-27 23:00:43.334208,Ashley,Collins,True,0,0.73,18,False,2022-06-06 15:56:38.365569,2023-07-02 10:10:29.306337,3,0,0.7866666666666666
H822,1995-04-16,F,Árabe,1.42,426.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),6,0.43,202.0,Sí,Brasil,México,L228,S48,active,1506153,0.62,0.9,False,2026-01-28 07:56:44.895602,Tamara,Dean,False,0,0.63,14,False,2025-10-27 09:08:18.354663,2025-11-10 02:47:33.267113,2,0,0.8500000000000001
H823,2009-06-23,M,Shetland (Poni),1.1,156.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,16,0.15,15.0,No,Brasil,,L373,S82,withdrawn,1584405,0.72,0.95,True,2025-09-22 09:09:58.680216,Jennifer,Lee,True,0,0.8,5,False,2025-02-27 14:37:37.753397,2025-08-25 01:09:02.392944,1,0,0.71
H824,2012-09-23,M,Percherón,1.73,928.0,2.8,29.0,Muy calmado,Tiro pesado,18,0.58,,Sí,Brasil,EEUU,L740,S154,sold,1534087,0.78,0.55,True,2025-02-23 18:57:32.080717,Jennifer,Dorsey,True,1,0.82,15,False,2024-10-25 14:53:24.101866,2025-12-09 03:36:32.811934,3,0,0.9766666666666666
H825,2019-08-13,F,Hannoveriano,1.61,630.0,2.5,50.0,Equilibrado,Salto y Doma,14,0.67,,Desconocido,Qatar,Brasil,L589,S121,withdrawn,1421428,1.23,0.82,True,2025-11-27 16:47:56.757111,Alicia,Greer,True,0,0.75,18,False,2022-08-22 10:21:19.244453,2022-10-13 06:19:12.470599,3,2,0.8666666666666667
H826,2007-02-18,F,Frisón,1.68,729.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,12,0.26,344.0,Sí,Brasil,Arabia Saudita,L619,S128,active,1518732,0.77,0.74,True,2025-02-17 07:31:17.617823,Katherine,Pierce,True,1,0.62,14,False,2025-01-01 01:29:18.742228,2026-01-01 10:34:48.667911,3,0,0.8700000000000001
H827,2008-12-21,M,Pura Sangre Inglés,1.6,459.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19,,272.0,Desconocido,Colombia,Colombia,L184,S38,sold,1566572,1.44,0.26,True,2025-09-10 12:18:46.870652,Austin,George,False,3,0.83,18,False,2024-03-21 18:31:23.837938,2024-12-19 20:16:02.975623,3,2,0.8566666666666666
H828,2014-07-12,M,Árabe,1.46,400.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),14,,208.0,Desconocido,Brasil,Portugal,L63,S15,active,1454581,1.15,0.08,True,2026-01-01 20:08:43.710787,Teresa,Hubbard,True,0,0.66,24,False,2024-04-03 19:47:29.520758,2025-01-12 05:42:47.368789,2,1,0.88
H829,2015-10-10,F,Frisón,1.69,,2.6,41.0,Manso / Dispuesto,Tiro y Cine,16,0.36,57.0,No,Portugal,Australia,L555,S115,sold,1493995,1.73,0.08,False,2025-07-19 20:30:07.152522,Julie,Wells,True,0,0.74,5,False,2025-04-08 05:20:40.580477,2025-04-18 16:18:59.124930,2,1,0.855
H830,2007-12-08,F,Cuarto de Milla,1.57,580.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,16,0.65,290.0,Sí,Colombia,,L122,S26,active,1474024,1.04,0.29,True,2025-11-08 03:45:30.811286,Audrey,Cook,True,3,0.95,17,False,2022-09-25 16:01:52.544809,2024-08-26 22:44:09.465748,1,0,0.99
H831,2019-10-01,F,Cuarto de Milla,1.4,598.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17,0.46,21.0,No,Italia,Chile,L403,S87,withdrawn,1472504,1.04,0.14,False,2026-02-01 22:20:38.079467,Thomas,Espinoza,True,0,0.91,1,False,2022-09-05 21:48:02.682383,2025-04-21 05:33:53.324258,2,1,0.73
H832,2012-03-18,F,Pura Sangre Inglés,1.66,,2.4,71.0,Nervioso / Atlético,Carreras y Salto,11,0.31,129.0,No,Arabia Saudita,México,L895,S182,active,1497025,1.27,0.69,False,2025-12-05 14:21:11.555911,John,Gibbs,True,0,0.92,10,False,2024-06-19 20:34:02.437601,2024-08-13 22:44:23.453781,2,0,0.805
H833,2008-06-14,M,Hannoveriano,1.67,650.0,2.5,50.0,Equilibrado,Salto y Doma,13,0.33,140.0,No,Perú,Italia,L93,S21,withdrawn,1451111,1.19,0.46,True,2025-08-06 17:21:53.803197,Michael,Perry,True,0,0.65,5,False,2023-09-15 13:33:47.357651,2024-07-15 17:17:16.214355,2,0,0.89
H834,2020-10-31,M,Árabe,1.41,426.0,2.2,55.0,Inteligente / Leal,Endurance (Raid),17,0.16,151.0,Sí,,Italia,L626,S129,sold,1511847,1.14,1.0,True,2025-11-19 19:27:02.061534,Cheryl,French,True,1,0.93,1,False,2024-10-31 07:33:56.725428,2025-07-24 23:45:15.686520,2,1,0.79
H835,2009-07-22,F,Cuarto de Milla,1.58,526.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,8,0.33,258.0,No,Brasil,Italia,L805,S165,withdrawn,1519496,1.56,0.27,True,2026-01-28 04:04:27.754523,Benjamin,Martinez,False,1,0.68,23,False,2023-06-16 04:16:15.723657,2025-06-13 16:51:24.548562,2,0,0.845
H836,2001-05-31,M,Percherón,,896.0,2.8,27.0,Muy calmado,Tiro pesado,13,0.48,237.0,Desconocido,Reino Unido,México,L215,S44,sold,1487967,1.12,0.85,True,2025-08-25 05:12:29.733288,Melissa,Thompson,True,0,0.62,3,False,2023-03-28 06:35:37.930938,2024-07-19 18:00:51.433522,1,0,0.78
H837,2014-01-23,M,Pura Sangre Inglés,1.61,471.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16,0.7,254.0,Desconocido,,Reino Unido,L38,S10,active,1480857,0.87,0.61,True,2025-11-06 11:56:14.145024,Mary,Joyce,True,0,0.82,12,False,2025-02-06 03:45:33.654838,2025-02-26 12:52:22.388300,3,0,0.8466666666666667
H838,2023-04-15,M,Appaloosa,,518.0,2.3,55.0,Activo / Resistente,Rutas y Western,14,0.41,396.0,Sí,Argentina,España,L284,S63,sold,1484423,0.72,0.78,True,2026-01-23 16:15:58.207880,Andre,Beck,False,1,0.9,13,False,2025-10-28 11:10:02.118051,2025-11-29 13:18:28.138146,2,2,0.78
H839,2001-12-26,M,Hannoveriano,1.62,646.0,2.5,50.0,Equilibrado,Salto y Doma,10,0.51,71.0,Sí,Turquía,EEUU,L891,S181,sold,1540183,1.3,0.63,True,2025-07-14 04:38:21.954134,Rebecca,Bryant,True,1,0.88,8,False,2023-09-10 17:35:25.133955,2025-10-09 07:24:53.685706,1,0,0.91
H840,2001-02-06,F,Cuarto de Milla,1.49,563.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,25,0.36,211.0,Desconocido,Perú,Reino Unido,L535,S112,sold,1492892,0.87,0.04,True,2025-12-29 04:59:13.202210,Brittany,Barrett,True,1,0.67,1,True,2023-09-07 11:51:54.799461,2023-12-09 22:30:35.605831,3,0,0.7733333333333334
H841,2014-12-14,F,Hannoveriano,1.7,606.0,2.5,50.0,Equilibrado,Salto y Doma,5,0.45,399.0,No,,EEUU,L536,S112,active,1473615,0.78,0.87,True,2025-10-04 07:55:21.595123,Brittany,Barrett,True,1,0.67,1,True,2023-09-07 11:51:54.799461,2023-12-09 22:30:35.605831,1,0,0.81
H842,2010-07-24,F,Percherón,1.68,991.0,2.8,27.0,Muy calmado,Tiro pesado,14,0.59,325.0,Sí,Chile,Brasil,L645,S134,active,1443959,1.07,0.46,True,2025-02-12 07:23:36.593724,Jonathan,Spencer,True,1,0.74,6,False,2024-01-14 22:24:58.461898,2025-06-03 00:49:16.132482,3,0,0.7733333333333333
H843,1999-04-28,F,Hannoveriano,1.69,604.0,2.5,50.0,Equilibrado,Salto y Doma,14,0.37,24.0,Desconocido,Perú,Brasil,L640,S133,sold,1563640,1.64,0.75,False,2025-11-18 11:06:40.947173,Gregory,Robinson,True,0,0.77,13,False,2024-12-10 03:24:07.348339,2024-12-11 09:46:19.471908,1,1,0.78
H844,2000-07-25,F,Akhal-Teke,1.54,427.0,2.3,60.0,Independiente,Resistencia,21,0.21,172.0,No,,Argentina,L751,S156,active,1496115,1.56,0.26,True,2025-12-13 13:43:30.957850,Jesse,West,True,1,0.79,16,False,2023-02-04 07:34:56.741980,2023-05-10 10:14:06.999948,1,0,0.93
H845,2007-08-04,F,Hannoveriano,1.64,649.0,2.5,50.0,Equilibrado,Salto y Doma,24,0.29,11.0,Sí,Alemania,Colombia,L198,S40,active,1512661,1.41,0.33,True,2025-05-05 20:21:46.399251,Donna,Estrada,True,1,0.84,23,False,2025-05-02 06:29:22.732399,2025-06-26 14:11:04.847397,1,0,0.99
H846,2018-03-30,F,Hannoveriano,1.69,635.0,2.5,50.0,Equilibrado,Salto y Doma,21,0.14,152.0,No,Australia,EEUU,L433,S93,withdrawn,1497344,1.3,0.83,True,2025-12-14 09:16:00.571295,Molly,Cain,False,0,0.71,3,False,2023-09-20 16:57:30.044306,2023-12-05 15:28:58.428869,2,0,0.77
H847,2008-01-21,M,Cuarto de Milla,1.51,582.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,14,0.35,394.0,No,Colombia,EEUU,L447,S95,active,1467549,1.67,0.42,True,2025-07-19 11:54:32.303004,Elizabeth,Sanchez,True,0,0.72,1,False,2023-08-04 00:00:06.163686,2026-02-09 00:56:54.502017,2,0,0.855
H848,2017-07-01,F,Hannoveriano,1.65,617.0,2.5,50.0,Equilibrado,Salto y Doma,13,0.35,70.0,No,Colombia,Chile,L320,S72,active,1510073,1.03,0.96,False,2025-05-23 15:44:41.746953,Tonya,Ortiz,True,0,0.71,21,False,2022-06-19 08:59:28.722483,2022-07-13 16:08:33.442153,3,1,0.9066666666666666
H849,2003-12-09,F,Hannoveriano,1.6,650.0,2.5,50.0,Equilibrado,Salto y Doma,10,0.61,9.0,Desconocido,México,Portugal,L468,S99,active,1445839,1.24,0.48,True,2026-01-06 21:19:28.164346,James,Baird,False,2,0.75,17,False,2024-08-31 09:00:01.339271,2024-09-19 02:04:06.278526,1,0,0.92
H850,2008-12-02,M,Frisón,1.63,604.0,2.6,40.0,Manso / Dispuesto,Tiro y Cine,15,0.38,219.0,No,Perú,Colombia,L491,S104,active,1534705,1.07,0.15,True,2025-07-01 06:26:34.306171,Victoria,Rush,True,0,0.79,7,False,2024-01-02 17:19:38.437770,2024-08-15 14:37:02.990980,1,0,0.84
H851,2015-04-12,F,Pura Raza Española,1.55,503.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,19,0.28,239.0,No,España,Argentina,L975,S198,withdrawn,1567537,1.53,0.73,True,2025-07-10 04:53:01.078819,Kendra,Krueger,True,0,0.69,2,False,2025-05-25 18:37:06.319096,2025-10-07 23:58:33.886052,1,0,0.85
H852,2010-03-20,M,Shetland (Poni),0.72,150.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,13,0.18,172.0,Desconocido,Brasil,Arabia Saudita,L399,S86,active,1537329,1.39,0.44,True,2025-10-09 01:04:32.506423,Ernest,Washington,True,2,0.68,6,False,2022-12-24 22:24:23.428320,2023-02-15 03:06:24.270681,1,0,0.92
H853,2018-12-13,F,Árabe,1.48,418.0,2.2,55.0,Inteligente / Leal,Endurance (Raid),11,0.66,33.0,Sí,Francia,España,L855,S173,sold,1496575,0.62,0.22,True,2025-05-15 00:28:38.655186,Barbara,Reese,False,3,0.6,18,False,2024-09-25 02:22:08.692424,2025-08-01 07:01:12.468148,1,0,0.87
H854,2021-09-18,F,Pura Sangre Inglés,,489.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,13,0.57,201.0,Sí,Reino Unido,Portugal,L737,S153,active,1459653,0.77,0.91,False,2025-12-06 02:12:01.561135,Tiffany,Sampson,False,0,0.75,16,False,2024-06-11 03:41:32.544203,2025-06-27 05:35:29.684697,1,0,0.88
H855,2006-09-26,M,Shetland (Poni),0.83,159.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,13,0.55,218.0,No,España,Australia,L53,S13,withdrawn,1470038,1.31,0.2,True,2025-03-05 12:32:02.704791,Arthur,Gonzales,True,0,0.89,6,False,2023-05-24 11:34:57.917895,2023-07-05 14:41:07.244353,1,0,0.89
H856,2007-07-01,F,Appaloosa,1.53,485.0,2.3,57.0,Activo / Resistente,Rutas y Western,10,0.56,254.0,Sí,Perú,México,L779,S161,active,1465945,0.69,0.77,True,2025-07-28 21:05:30.640323,Cory,Fernandez,True,0,0.72,20,False,2024-05-05 19:40:30.536712,2024-09-01 10:13:41.710173,1,1,0.94
H857,1998-09-01,M,Cuarto de Milla,1.53,594.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,16,0.61,362.0,Sí,Turquía,Francia,L806,S165,active,1491341,1.1,0.5,True,2026-01-06 06:11:21.110129,Benjamin,Martinez,False,1,0.68,23,False,2023-06-16 04:16:15.723657,2025-06-13 16:51:24.548562,2,1,0.855
H858,2013-12-01,M,Hannoveriano,1.65,624.0,2.5,50.0,Equilibrado,Salto y Doma,20,0.21,60.0,Sí,Australia,Australia,L392,S85,sold,1531365,0.82,0.76,True,2025-04-03 03:25:11.443141,Charles,Knapp,True,1,0.91,20,False,2022-08-12 20:06:06.731848,2023-05-09 15:23:04.292069,2,1,0.845
H859,2008-03-31,F,Pura Raza Española,1.57,532.0,2.4,,Noble / Dócil,Doma y Exhibición,16,0.65,119.0,Desconocido,Chile,Qatar,L67,S16,active,1509143,1.38,0.88,True,2025-03-20 18:04:40.597298,Heather,Herring,True,0,0.69,21,False,2022-10-06 04:16:40.899326,2023-05-02 02:00:28.971503,1,0,0.76
H860,2011-11-25,F,Shetland (Poni),0.78,167.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11,0.35,358.0,Sí,España,Portugal,L386,S84,withdrawn,1506034,1.19,0.18,True,2025-12-08 19:14:00.150088,Brandon,Vazquez,True,2,0.69,4,False,2026-02-08 18:19:58.242026,2026-02-09 12:02:26.944336,3,0,0.8433333333333333
H861,2013-08-13,M,Percherón,1.65,917.0,2.8,26.0,Muy calmado,Tiro pesado,15,0.26,250.0,No,,Argentina,L110,S24,active,1572768,0.91,0.72,False,2025-06-27 20:27:23.625024,James,Banks,False,0,0.62,4,False,2025-09-30 12:35:17.363134,2025-12-20 05:39:01.840362,3,0,0.9500000000000001
H862,2014-07-27,M,Akhal-Teke,1.54,433.0,2.3,60.0,Independiente,Resistencia,18,0.19,264.0,No,Colombia,Francia,L684,S142,sold,1527800,1.23,0.32,True,2025-05-30 18:26:50.659132,Christopher,Moore,True,2,0.86,8,False,2025-05-02 16:04:58.179348,2025-12-31 10:15:08.773199,2,0,0.705
H863,2014-10-21,M,Percherón,1.61,897.0,2.8,30.0,Muy calmado,Tiro pesado,20,0.66,106.0,Sí,Chile,Reino Unido,L856,S173,active,1560305,1.75,0.86,True,2025-12-02 02:34:45.403877,Barbara,Reese,False,3,0.6,18,False,2024-09-25 02:22:08.692424,2025-08-01 07:01:12.468148,2,0,0.75
H864,2006-01-16,F,Shetland (Poni),0.91,156.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,19,0.51,337.0,Sí,España,Arabia Saudita,L466,S98,active,1570750,0.71,0.95,False,2026-01-12 22:29:42.001549,Jennifer,Thomas,True,1,0.64,19,False,2024-06-26 18:37:50.545681,2024-06-27 02:36:27.689524,1,0,0.97
H865,2008-09-25,M,Cuarto de Milla,1.52,530.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,19,0.14,58.0,Sí,Chile,Chile,L321,S72,withdrawn,1463324,1.78,0.25,True,2025-10-28 17:55:03.574237,Tonya,Ortiz,True,0,0.71,21,False,2022-06-19 08:59:28.722483,2022-07-13 16:08:33.442153,1,0,0.88
H866,2020-06-16,F,Frisón,1.65,643.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,10,0.31,154.0,No,México,Alemania,L289,S64,active,1521391,1.07,0.74,True,2025-09-07 01:08:17.606778,James,Sellers,True,1,0.69,20,True,2023-01-20 15:55:36.260327,2023-02-13 06:52:05.204687,3,2,0.8066666666666666
H867,2007-10-13,F,Cuarto de Milla,1.55,588.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,20,0.24,168.0,No,Reino Unido,Reino Unido,L908,S185,active,1525426,0.8,0.74,True,2026-01-29 07:37:57.410615,Kevin,Kidd,True,1,0.83,6,False,2023-05-29 02:41:14.371943,2025-11-30 14:42:15.024767,3,0,0.8666666666666667
H869,2019-05-28,F,Shetland (Poni),0.93,181.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11,0.62,248.0,Sí,Alemania,México,L741,S154,withdrawn,1550058,0.6,0.07,True,2025-06-05 15:40:16.180901,Jennifer,Dorsey,True,1,0.82,15,False,2024-10-25 14:53:24.101866,2025-12-09 03:36:32.811934,3,0,0.7933333333333333
H870,2021-08-31,M,Hannoveriano,1.68,649.0,2.5,50.0,Equilibrado,Salto y Doma,14,0.16,162.0,Desconocido,Colombia,Qatar,L185,S38,active,1528988,0.74,0.41,True,2025-06-05 10:59:50.039856,Austin,George,False,3,0.83,18,False,2024-03-21 18:31:23.837938,2024-12-19 20:16:02.975623,3,0,0.86
H871,2003-05-21,F,Percherón,1.73,864.0,2.8,27.0,Muy calmado,Tiro pesado,15,0.38,,Sí,Colombia,Australia,L393,S85,active,1512423,1.34,0.44,False,2025-02-28 01:37:02.984946,Charles,Knapp,True,1,0.91,20,False,2022-08-12 20:06:06.731848,2023-05-09 15:23:04.292069,2,0,0.8500000000000001
H872,2012-05-10,F,Shetland (Poni),0.97,196.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,14,0.48,82.0,Desconocido,Arabia Saudita,Portugal,L90,S20,sold,1478561,1.1,0.6,True,2026-01-16 16:06:47.238836,Andrew,Pierce,True,0,0.83,13,False,2023-10-03 05:49:25.091256,2025-06-10 17:49:43.815727,1,0,0.75
H873,2010-01-03,M,Pura Raza Española,1.56,544.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,18,0.32,388.0,Sí,Chile,España,L715,S149,sold,1527960,1.5,0.75,True,2025-07-01 22:54:13.555051,Jennifer,Russell,True,0,0.89,8,False,2022-06-09 01:41:13.557497,2025-11-29 14:58:08.317133,2,1,0.77
H874,2002-10-02,F,Akhal-Teke,1.6,476.0,2.3,60.0,Independiente,Resistencia,24,0.42,142.0,Desconocido,,Colombia,L830,S169,active,1514141,1.37,0.2,False,2025-12-27 13:43:28.196285,Rita,Reeves,False,1,0.64,18,False,2023-01-27 20:24:57.814619,2025-09-03 02:22:47.301637,1,0,0.92
H875,2009-01-15,F,Frisón,1.63,610.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,14,0.41,182.0,Desconocido,España,Brasil,L172,S36,active,1507893,1.47,0.47,True,2026-01-23 06:48:14.652617,Daniel,Bryant,True,0,0.8,3,False,2022-09-06 20:52:36.887304,2023-11-14 09:50:07.165832,3,0,0.7933333333333333
H876,1996-10-17,F,Percherón,1.66,802.0,2.8,28.0,Muy calmado,Tiro pesado,21,0.66,82.0,No,Portugal,Australia,L413,S89,active,1523871,1.15,0.71,True,2025-09-05 06:32:32.831694,Aaron,Sawyer,True,0,0.88,9,False,2023-11-09 16:53:21.267379,2025-01-28 23:57:32.716214,1,0,0.7
H877,2014-08-07,M,Akhal-Teke,1.53,438.0,2.3,60.0,Independiente,Resistencia,20,0.14,157.0,Sí,,EEUU,L359,S79,active,1473467,1.03,0.92,True,2025-07-02 12:09:04.495023,Shelly,Torres,False,1,0.94,6,False,2023-06-01 03:21:39.555382,2025-12-08 17:42:12.109932,2,0,0.875
H878,2020-07-18,M,Akhal-Teke,,420.0,2.3,60.0,Independiente,Resistencia,15,0.36,345.0,Desconocido,Francia,Perú,L816,S167,withdrawn,1457228,1.65,0.85,False,2025-11-10 14:46:14.900687,Ana,Li,True,0,0.86,11,False,2022-05-05 18:02:39.391366,2025-10-16 09:05:32.085052,2,0,0.735
H879,1999-05-18,F,Árabe,1.48,414.0,2.2,60.0,Inteligente / Leal,Endurance (Raid),22,0.68,294.0,Sí,Italia,Perú,L879,S178,withdrawn,1513774,1.61,0.96,True,2025-09-16 13:34:35.143025,Kimberly,Baker,False,1,0.77,19,False,2022-12-05 11:41:23.859824,2025-11-04 01:27:00.512007,3,0,0.8033333333333333
H880,1999-08-14,F,Árabe,1.46,,2.2,57.0,Inteligente / Leal,Endurance (Raid),15,0.23,249.0,Desconocido,Arabia Saudita,Chile,L831,S169,active,1489762,0.6,0.36,True,2025-09-20 18:09:51.047786,Rita,Reeves,False,1,0.64,18,False,2023-01-27 20:24:57.814619,2025-09-03 02:22:47.301637,1,0,0.92
H881,2003-10-13,M,Frisón,1.69,677.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,18,0.29,295.0,No,Colombia,Portugal,L469,S100,withdrawn,1477872,1.33,0.19,True,2026-01-05 05:50:30.635648,Heidi,Michael,True,0,0.85,24,False,2023-03-21 11:31:17.653973,2024-01-19 18:00:44.326220,2,0,0.73
H882,1997-10-02,F,Hannoveriano,1.66,619.0,2.5,50.0,Equilibrado,Salto y Doma,10,0.28,159.0,No,Qatar,Reino Unido,L159,S33,active,1568060,1.33,0.57,True,2025-07-22 18:03:25.818675,Anne,Bowen,True,0,0.66,25,False,2025-09-28 21:31:59.938966,2026-02-05 10:40:49.429379,1,0,0.71
H883,2012-08-28,F,Frisón,1.61,734.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,13,0.52,264.0,Desconocido,Argentina,,L732,S152,active,1531213,1.35,0.28,False,2025-09-14 14:22:03.686199,Richard,Flynn,True,1,0.73,17,False,2025-05-29 05:51:40.532189,2025-11-21 20:37:32.156531,3,1,0.9066666666666667
H884,1997-06-27,F,Pura Raza Española,1.6,529.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,12,0.65,20.0,Desconocido,Brasil,Italia,L892,S181,withdrawn,1503873,1.28,0.36,True,2025-06-26 17:24:13.117542,Rebecca,Bryant,True,1,0.88,8,False,2023-09-10 17:35:25.133955,2025-10-09 07:24:53.685706,2,0,0.9199999999999999
H885,1997-10-06,M,Árabe,1.46,397.0,2.2,,Inteligente / Leal,Endurance (Raid),24,0.47,296.0,Desconocido,Francia,Chile,L94,S21,active,1542328,1.71,0.18,True,2025-11-03 16:39:37.616668,Michael,Perry,True,0,0.65,5,False,2023-09-15 13:33:47.357651,2024-07-15 17:17:16.214355,1,0,0.87
H887,2021-01-31,F,Pura Raza Española,1.56,544.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,19,0.62,69.0,No,Australia,Francia,L690,S143,sold,1461492,1.14,0.8,True,2025-02-11 20:34:40.917814,Keith,Moore,False,0,0.65,5,False,2025-02-14 20:48:18.342973,2025-04-06 09:27:12.761038,2,1,0.8
H888,2016-01-22,F,Hannoveriano,1.61,643.0,2.5,50.0,Equilibrado,Salto y Doma,10,0.48,86.0,Sí,México,Alemania,L451,S96,active,1479848,1.5,0.76,True,2025-03-29 11:19:33.065987,Gregory,Robinson,True,1,0.66,9,True,2023-11-09 06:02:32.448609,2025-03-30 02:30:43.689223,3,1,0.8933333333333334
H889,2002-09-08,M,Percherón,1.61,,2.8,29.0,Muy calmado,Tiro pesado,18,0.63,273.0,Sí,EEUU,España,L797,S164,active,1502132,1.46,0.55,True,2026-01-21 17:37:39.332293,Brett,Taylor,True,1,0.85,15,False,2026-02-02 10:30:19.435897,2026-02-03 22:00:41.364636,1,0,0.75
H890,1998-01-07,F,Percherón,1.68,831.0,2.8,27.0,Muy calmado,Tiro pesado,16,0.34,101.0,Desconocido,Perú,Qatar,L387,S84,withdrawn,1495285,0.91,0.68,True,2025-06-27 23:40:02.229350,Brandon,Vazquez,True,2,0.69,4,False,2026-02-08 18:19:58.242026,2026-02-09 12:02:26.944336,3,1,0.9
H891,2015-07-14,M,Shetland (Poni),0.95,161.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,15,0.19,388.0,No,Reino Unido,Australia,L151,S32,active,1478878,1.22,0.95,True,2025-09-02 22:00:22.046686,Justin,Perez,True,1,0.82,20,False,2022-04-20 15:29:12.636368,2023-12-16 19:07:08.536292,1,0,0.71
H892,2007-02-18,F,Appaloosa,1.46,535.0,2.3,55.0,Activo / Resistente,Rutas y Western,14,0.68,259.0,Sí,Perú,Chile,L841,S171,active,1510961,0.96,0.02,True,2025-10-10 02:52:30.448755,Kimberly,Green,True,0,0.94,17,False,2022-12-21 14:14:14.060271,2024-09-14 09:58:25.516215,1,0,0.84
H893,2011-01-01,F,Frisón,,708.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,8,0.12,241.0,Sí,Chile,Alemania,L884,S179,active,1503339,1.08,0.06,True,2025-03-16 23:02:44.186623,Jessica,Rogers,False,0,0.65,19,False,2023-07-01 17:05:47.963140,2025-11-03 17:45:46.303061,3,0,0.94
H894,2010-04-04,F,Shetland (Poni),0.72,172.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,23,0.68,246.0,Desconocido,Qatar,Perú,L919,S189,active,1405189,1.68,0.59,True,2025-10-05 19:03:39.552449,Kevin,Holder,True,0,0.88,21,False,2024-12-04 08:45:42.236010,2025-12-09 08:44:14.279069,1,0,0.74
H895,2000-12-17,M,Pura Sangre Inglés,1.63,495.0,2.4,,Nervioso / Atlético,Carreras y Salto,24,0.42,269.0,Sí,Portugal,Argentina,L867,S175,active,1453925,1.75,0.57,True,2025-11-24 20:17:06.798534,John,Smith,False,1,0.9,16,False,2022-02-22 11:38:19.336364,2025-01-04 18:14:50.135012,3,0,0.91
H896,1999-09-15,M,Shetland (Poni),0.81,198.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,13,0.5,208.0,Sí,Turquía,Chile,L646,S134,withdrawn,1546866,0.96,0.54,True,2026-01-04 21:09:13.605498,Jonathan,Spencer,True,1,0.74,6,False,2024-01-14 22:24:58.461898,2025-06-03 00:49:16.132482,2,0,0.85
